query_id;dop;actual_time;predicted_time_mapping;thread_wise_time;actual_memory;predicted_memory_mapping;thread_wise_memory;q_error_mapping;q_error_thread_wise;q_error_mem_mapping;q_error_mem_thread_wise;mapping_inference_time;thread_wise_inference_time;memory_mapping_inference_time;memory_thread_wise_inference_time;time_difference_thread_wise;time_difference_thread_wise_ratio;memory_difference_thread_wise;memory_difference_thread_wise_ratio;q_error_improvement_thread_wise;q_error_mem_improvement_thread_wise
62;64;679.5189999999999;1072.8650359999995;1099.622566;2605056;2654905;308556.0;0.5788595109187522;0.6182366732939037;0.019135481156643097;7.4427332477735;0.009891510009765625;0.006498813629150391;0.006878376007080078;0.005869626998901367;26.757530000000543;0.02494025725711184;-2346349.0;-0.8837788922767481;-0.03937716237515154;-7.423597766616857
63;64;3971.335;3916.533;5236.272299999999;887808;1095127;92288.0;0.013992477530509806;0.3185168967110552;0.2335178326845444;8.619972260748959;0.009244680404663086;0.00581669807434082;0.00640559196472168;0.005543231964111328;1319.7392999999988;0.3369662147618822;-1002839.0;-0.9157284954165134;-0.3045244191805454;-8.386454428064415
64;64;2967245.061;2967170.014;8495035.827999998;1857536;1718581;1718581.0;2.5292450262837107e-05;1.8629370521682023;0.08085449565659109;0.08085449565659109;0.02976822853088379;0.020138978958129883;0.020995378494262695;0.02017378807067871;5527865.813999997;1.8630094628611995;0.0;0.0;-1.8629117597179394;0.0
65;64;3683.4999999999995;3786.7700999999997;8830.998192;9099264;11174661;2499787.0;0.028035862630650277;1.3974475884349125;0.228084051633187;2.64001572934014;0.01429295539855957;0.009236812591552734;0.010191679000854492;0.008791208267211914;5044.228091999999;1.3320661035112746;-8674874.0;-0.7762986277615044;-1.3694117258042622;-2.411931677706953
66;64;3231.3;5150.1506899999995;10489.0712006;6894592;6052349;485290.0;0.5938324172933491;2.2460839911490726;0.13915968824666258;13.207158606194234;0.017844200134277344;0.010897159576416016;0.012213706970214844;0.011356830596923828;5338.9205106;1.0366532616155355;-5567059.0;-0.9198179087161035;-1.6522515738557235;-13.067998917947572
67;64;51660.57;30936.596999999994;51915.90297999999;61353984;103474612;59268450.0;0.6698853464716887;0.0049425118615606944;0.6865182218647774;0.03518792882216415;0.013859272003173828;0.008752584457397461;0.009452342987060547;0.008527040481567383;20979.305979999997;0.6781387746040717;-44206162.0;-0.42721747050377923;0.664942834610128;0.6513302930426133
68;64;7240.508;5933.014499999999;8850.413499999999;1199104;1448065;270251.0;0.2203759151439797;0.22234703697585845;0.20762252481853127;3.4370011581825786;0.009723186492919922;0.0060460567474365234;0.006602764129638672;0.005834817886352539;2917.3989999999994;0.49172288387294516;-1177814.0;-0.813370946746175;-0.0019711218318787527;-3.229378633364047
70;64;5731.700000000001;6404.5327499999985;10049.9127327;21599232;24827254;16642030.0;0.11738799134637157;0.7533912683322572;0.14945077676835927;0.2978724350334665;0.016057252883911133;0.010574817657470703;0.01123499870300293;0.009970426559448242;3645.379982700002;0.5691874996969924;-8185224.0;-0.3296870447291513;-0.6360032769858857;-0.14842165826510723
71;64;3953.343;4485.092629000001;4338.034229000001;3753984;4265609;374646.0;0.13450632262366335;0.09730783010732957;0.13628854038802518;9.020082958312647;0.01392221450805664;0.008515596389770508;0.00932765007019043;0.012682914733886719;-147.0583999999999;-0.0327882637359907;-3890963.0;-0.912170571658115;0.03719849251633378;-8.883794417924623
73;64;3019.373;2406.720252;3622.7842520000004;1046528;1281569;148197.0;0.25455918588414317;0.1998465416495412;0.22459121972847362;6.0617353927542394;0.010318517684936523;0.004508495330810547;0.0051691532135009766;0.004560232162475586;1216.0640000000003;0.5052785004777531;-1133372.0;-0.8843628396130057;0.05471264423460198;-5.837144173025766
